고객번호,이탈여부,나이,성별,부양가족수,교육수준,결혼상태,소득,카드종류,은행과의 기간,은행상품 개수,비활성화된 월 수(12개월),카드사와 연락 횟수(12개월),신용한도,밀린 카드비 총합,12개월 평균 카드 한도와 계좌 금액의 차이,거래금액 변동(1분기 대비 4분기),거래총액(12개월),총거래건수(12개월),거래건수 변동(1분기 대비 4분기),평균카드사용률
718813833,기존고객,44,여성,2,알수없음,기혼,8천만 원 - 1억 2천만 원,골드,40,5,2,2,15381.040665068756,558,14823.040665068756,1.728623077756554,1871,33,0.6738264403103529,0.6866989806168523
806624208,기존고객,68,여성,4,박사학위,기혼,알 수 없음,플래티넘,55,6,0,0,6606.334308247514,2396,4210.334308247514,0.5133809271604715,4645,96,0.678222180270291,0.1870054249286854
778348233,기존고객,46,여성,2,교육없음,이혼,6천만 원 - 8천만 원,실버,45,3,2,3,3224.787541659964,1512,1712.7875416599636,1.1591505473488843,2614,45,1.5635987650268213,0.5534553609831899
712991808,기존고객,61,남성,1,고등학교,미혼,6천만 원 - 8천만 원,실버,27,2,5,1,5893.173554571085,1967,3926.173554571085,1.5192421313731737,3460,84,1.0237707964738292,0.3925084859521729
709029408,기존고객,47,여성,2,대학졸업,미혼,알 수 없음,골드,13,4,1,2,8359.549901079723,669,7690.549901079723,1.2854868836223128,3670,14,1.0104897352667752,0.566244710769925
788658483,기존고객,35,여성,3,대학,미혼,6천만 원 - 8천만 원,플래티넘,20,5,2,3,1991.889482306867,257,1734.889482306867,1.4061236600348332,2492,36,1.7024405373641749,0.2459618697737781
787937058,기존고객,34,남성,1,대학졸업,알 수 없음,8천만 원 - 1억 2천만 원,실버,50,6,2,2,10094.924829803322,1070,9024.924829803322,2.79167977284295,3731,46,1.202004318303569,0.3103893187937137
715318008,기존고객,66,남성,5,대학졸업,이혼,1억 2천만 원 이상,골드,12,4,2,1,15060.14274268279,1050,14010.14274268279,1.4023350809808193,4623,36,1.0481662355289614,0.1403210943067168
713962233,기존고객,63,남성,0,대학원졸업,기혼,1억 2천만 원 이상,실버,24,6,2,3,10761.15774512877,1050,9711.15774512877,1.547073448506832,3013,85,1.786036220723625,0.7769656454806623
785432733,기존고객,22,여성,0,대학,이혼,4천만 원 - 6천만 원,블루,45,2,3,3,2366.0114697756326,2004,362.0114697756326,2.402828883945282,2361,56,1.2272093480974116,0.0701120247302671
715190283,기존고객,56,남성,4,대학원졸업,기혼,4천만 원 - 6천만 원,블루,47,3,3,2,9362.842995573212,144,9218.842995573212,2.484583914370938,1721,73,0.7005510882909736,0.3764345125462525
708300483,이탈고객,26,여성,4,대학,미혼,6천만 원 - 8천만 원,플래티넘,22,5,4,3,14469.187552813824,800,13669.187552813824,0.7102241294667364,2813,15,2.2068476765176555,0.4490967896238834
827111283,기존고객,40,남성,3,대학원졸업,기혼,알 수 없음,블루,6,2,2,2,2103.836425813609,1485,618.8364258136089,2.2601750864175107,1269,85,1.964020051342736,0.1952062118140008
758551608,기존고객,28,남성,5,알수없음,기혼,8천만 원 - 1억 2천만 원,플래티넘,50,4,1,0,2137.096604810882,2429,-291.9033951891179,1.7064298841919394,4062,65,1.0302928477298263,0.3848216155333369
773146383,기존고객,58,여성,0,교육없음,알 수 없음,1억 2천만 원 이상,블루,34,3,2,3,8041.42666043867,672,7369.42666043867,0.8346347330941385,1932,23,1.9556159986196813,0.4180882210916229
778493808,기존고객,37,여성,0,대학,기혼,8천만 원 - 1억 2천만 원,블루,18,5,2,1,4704.315318350473,326,4378.315318350473,1.1617764098672108,2457,31,2.888974152433677,0.2243303909856556
720572508,기존고객,23,남성,0,대학졸업,미혼,알 수 없음,블루,53,2,3,3,18760.83503485999,1414,17346.83503485999,0.6125887432662966,2804,64,2.89119637679326,0.6392557420746283
712661433,기존고객,44,남성,0,박사학위,미혼,1억 2천만 원 이상,실버,34,3,2,3,12045.52847105512,629,11416.52847105512,1.400592972029588,1859,84,1.8298560258113172,0.0308540053022409
789172683,기존고객,33,여성,2,알수없음,이혼,8천만 원 - 1억 2천만 원,플래티넘,46,6,2,0,6459.182588712028,2019,4440.182588712028,1.1385161008350604,1756,61,0.7450742900822772,0.1975646638392099
738406533,기존고객,69,여성,5,고등학교,기혼,8천만 원 - 1억 2천만 원,블루,47,3,2,2,14390.757853184066,2131,12259.757853184066,1.455258493450044,572,65,1.6454638217664543,0.62407497146158
799723908,기존고객,28,여성,1,알수없음,미혼,6천만 원 - 8천만 원,블루,11,4,3,3,8123.651975827248,2193,5930.651975827248,1.950851368826892,1682,86,0.5674584591290803,0.627527440950092
771490833,기존고객,45,남성,1,박사학위,미혼,4천만 원 - 6천만 원,플래티넘,10,5,1,1,3510.1972432011903,2028,1482.1972432011903,2.33084888009155,982,15,1.5380031999378727,0.2652625989178734
720756708,기존고객,21,남성,3,알수없음,기혼,4천만 원 미만,골드,39,6,3,2,5507.412367028028,1194,4313.412367028028,2.0133799663988245,1739,29,2.773547087593155,0.683049239003955
779471883,이탈고객,39,여성,2,알수없음,기혼,8천만 원 - 1억 2천만 원,골드,16,2,3,1,13212.198404728138,2024,11188.198404728138,2.1959432556498646,2742,63,1.6686092268515256,0.4697888151068483
711525033,기존고객,47,여성,0,대학원졸업,기혼,알 수 없음,골드,14,3,4,2,1985.6460139428416,1357,628.6460139428416,2.6640978015469834,3883,11,1.876218451598053,0.5272466624530473
712813458,기존고객,66,남성,0,대학졸업,이혼,4천만 원 미만,블루,43,4,2,0,6181.09176091321,2471,3710.09176091321,2.684561108653777,902,84,0.8950912563120399,0.332610363274842
714374133,이탈고객,26,여성,4,대학,미혼,6천만 원 - 8천만 원,플래티넘,45,1,3,3,4957.918075201318,1549,3408.918075201318,2.651798370897935,1264,81,0.5391266305803581,0.9842723214881152
717891558,기존고객,63,남성,4,교육없음,알 수 없음,8천만 원 - 1억 2천만 원,실버,46,6,4,2,4821.567102854108,568,4253.567102854108,0.8829222886988165,2335,39,2.983459971913937,0.7373872269828269
716632758,기존고객,27,남성,3,박사학위,알 수 없음,6천만 원 - 8천만 원,실버,14,2,2,0,13972.48582754345,2394,11578.48582754345,1.127672833984113,3089,63,1.3456431899904149,0.2484298995173838
768563658,기존고객,66,남성,0,대학원졸업,기혼,4천만 원 미만,골드,13,4,2,3,16690.521418332926,1945,14745.521418332926,1.7558132623189302,1303,13,1.1983749562387886,0.2365632795902119
711427458,기존고객,54,여성,3,박사학위,미혼,1억 2천만 원 이상,블루,49,4,1,2,14601.465553220916,346,14255.465553220916,1.3968482350400675,4701,80,1.928204133059676,0.7741734934903923
714091983,기존고객,33,여성,2,박사학위,미혼,8천만 원 - 1억 2천만 원,골드,45,4,4,3,13268.828500209733,407,12861.828500209733,0.829172420699908,4717,56,2.363296332555546,0.3880109205294222
787584108,기존고객,36,여성,1,고등학교,기혼,6천만 원 - 8천만 원,골드,8,4,2,3,18412.583664539416,132,18280.583664539416,1.2193755865141285,3502,97,1.1285194949925,0.0915119552373864
712030833,이탈고객,55,남성,0,교육없음,이혼,알 수 없음,골드,18,2,4,4,2109.45522806164,613,1496.45522806164,2.938571904164098,3262,28,1.8103096247214363,0.0355999129845729
711481533,기존고객,69,남성,5,대학원졸업,이혼,4천만 원 미만,골드,24,5,3,3,4182.178633548574,105,4077.178633548574,1.3673168887413405,3319,51,1.331589063838276,0.4139560166459408
710082708,기존고객,59,여성,2,대학졸업,알 수 없음,8천만 원 - 1억 2천만 원,플래티넘,39,2,4,2,8873.73025774011,2218,6655.73025774011,1.5472851707399036,3624,51,1.7024137692075092,0.4147080449644791
708155733,기존고객,23,여성,0,교육없음,기혼,4천만 원 미만,골드,37,4,2,2,8076.581226573487,261,7815.581226573487,0.5160035546432424,3695,60,0.9032747844330752,0.7068567021226201
788979258,기존고객,21,여성,5,대학원졸업,이혼,알 수 없음,실버,54,4,1,4,8942.980456297428,493,8449.980456297428,2.2985371994754966,809,12,1.7752956996941125,0.5747716552146234
807986133,기존고객,25,남성,4,박사학위,미혼,1억 2천만 원 이상,블루,21,5,3,3,4922.643195811414,1474,3448.6431958114144,1.5338751638634494,4327,91,0.618367506833005,0.7701201344673763
788730933,기존고객,61,남성,3,교육없음,미혼,8천만 원 - 1억 2천만 원,블루,41,6,3,3,3840.562996024338,289,3551.562996024338,0.7578501572379027,3460,46,2.599993334435497,0.3177522394479982
711314058,기존고객,23,남성,4,고등학교,이혼,6천만 원 - 8천만 원,블루,23,2,2,2,10674.671701700632,1868,8806.671701700632,2.92139184576168,2756,31,2.0691491165613245,0.6242514724903185
717975333,기존고객,48,남성,1,알수없음,알 수 없음,6천만 원 - 8천만 원,골드,19,6,2,2,18632.99795730708,1337,17295.99795730708,2.443583031462717,934,42,2.8537260771200077,0.8857027876032956
715971108,기존고객,37,여성,4,대학,기혼,6천만 원 - 8천만 원,실버,35,3,2,3,8447.419784648424,2132,6315.419784648424,2.315375223581817,3623,58,1.9993297861135717,0.0692870537584835
720096558,기존고객,45,남성,0,박사학위,알 수 없음,6천만 원 - 8천만 원,실버,7,5,3,3,1823.7110682710336,1438,385.7110682710336,2.8946808371041737,1349,96,0.9554152105810948,0.7084513329125977
719580033,기존고객,63,남성,5,대학,알 수 없음,8천만 원 - 1억 2천만 원,실버,18,4,2,3,14417.179514900969,1352,13065.179514900969,1.5187002112928445,606,63,1.7101268992929834,0.7158830112355383
820582308,기존고객,53,남성,4,대학원졸업,기혼,1억 2천만 원 이상,블루,32,6,2,2,6530.993205016324,44,6486.993205016324,2.296333850731121,3171,71,2.161738567060407,0.7940302901938885
789973308,기존고객,29,남성,0,교육없음,미혼,1억 2천만 원 이상,플래티넘,58,3,3,3,5656.80513879295,814,4842.80513879295,1.0155197434636278,619,44,1.4355583537881973,0.269047319783027
712876233,기존고객,55,여성,1,고등학교,알 수 없음,6천만 원 - 8천만 원,플래티넘,57,5,3,2,7160.90201326128,2380,4780.90201326128,2.2428013686303,3534,38,1.8816242008589497,0.4165208873403233
804595158,기존고객,33,여성,5,대학,기혼,알 수 없음,블루,22,6,4,2,14752.494954249649,464,14288.494954249649,0.5351977304690071,2392,75,0.9067212778079978,0.2397083453457749
714826758,기존고객,50,여성,4,대학,이혼,6천만 원 - 8천만 원,블루,36,4,4,2,16557.568350535777,199,16358.568350535776,0.8157634511015353,2661,59,2.442810396047118,0.3085818901226971
779058108,기존고객,67,남성,3,대학,알 수 없음,6천만 원 - 8천만 원,골드,20,6,1,2,12173.065279440309,328,11845.065279440309,1.5631472965071211,4216,23,2.7738249223401352,0.9685084924838728
710790258,기존고객,34,여성,3,교육없음,미혼,6천만 원 - 8천만 원,플래티넘,25,6,3,2,7127.0963206714805,2287,4840.0963206714805,0.5302317370150205,1259,57,1.2871914455774662,0.4456540076350344
715623483,기존고객,27,여성,5,대학졸업,미혼,8천만 원 - 1억 2천만 원,블루,10,4,4,0,6899.086429228286,1907,4992.086429228286,1.654914638626048,2146,53,2.4833284709638965,0.8485524473405119
715156383,기존고객,33,남성,3,교육없음,이혼,1억 2천만 원 이상,실버,12,6,2,2,3361.858648203797,797,2564.858648203797,1.8069793726625096,731,81,0.7298638169347617,0.7948798539834896
711013983,이탈고객,42,여성,4,교육없음,기혼,4천만 원 - 6천만 원,블루,23,2,4,3,18732.719916468697,701,18031.719916468697,2.054016493967705,2094,10,1.1167612256775352,0.4445260301772762
755420433,기존고객,59,남성,4,대학졸업,미혼,4천만 원 - 6천만 원,골드,16,2,3,3,13124.648580407573,2021,11103.648580407573,0.7509666924840409,1061,37,1.6546751661385704,0.9921791308323944
794543958,기존고객,40,여성,5,대학원졸업,이혼,1억 2천만 원 이상,실버,37,5,4,2,1512.5177772614163,1924,-411.48222273858346,0.9525297828180308,2306,12,1.4660178103237729,0.8407805189478531
716396358,기존고객,35,여성,4,박사학위,기혼,알 수 없음,실버,55,5,3,0,13584.974808546933,2407,11177.974808546933,2.033208426792988,1375,80,2.0490644647318748,0.4826950598935923
715398033,기존고객,64,여성,0,대학,기혼,알 수 없음,플래티넘,32,4,2,1,9495.91505967665,1401,8094.91505967665,2.1454692811565983,2138,57,1.9074624899804324,0.3097056811138926
711743883,기존고객,37,남성,1,박사학위,기혼,6천만 원 - 8천만 원,실버,31,5,2,3,19478.60129789147,2432,17046.60129789147,0.5647505705256907,1492,41,0.7181799626047037,0.0752945513304442
719720058,기존고객,66,여성,3,교육없음,미혼,4천만 원 - 6천만 원,실버,42,4,3,1,16562.30767132173,2412,14150.30767132173,1.8509184052875955,4235,18,0.8292360147175153,0.4647999050541833
778992108,기존고객,43,남성,0,박사학위,이혼,8천만 원 - 1억 2천만 원,플래티넘,50,5,3,3,4254.999322823165,2119,2135.999322823165,2.4624543299970814,2056,66,0.629279068402727,0.3600099034288312
717539808,기존고객,45,여성,5,알수없음,기혼,6천만 원 - 8천만 원,플래티넘,33,3,2,2,14682.111258622464,1437,13245.111258622464,0.6727521944634852,4853,92,2.88151679040548,0.7113768832415304
714070758,기존고객,44,남성,3,대학,기혼,1억 2천만 원 이상,실버,55,4,3,0,10225.754072870004,126,10099.754072870004,1.532932163116299,2976,55,2.113360611211464,0.0196783642734673
714107958,기존고객,64,여성,0,대학원졸업,알 수 없음,1억 2천만 원 이상,실버,7,4,4,3,4553.858109728635,1510,3043.858109728635,1.3162781825752543,4071,67,2.638960988547539,0.8314476676241914
789140283,기존고객,60,여성,4,대학,이혼,4천만 원 미만,플래티넘,25,5,4,1,14276.058239269032,1620,12656.058239269032,2.7841640633800417,1176,65,1.853159706067545,0.4166281377914197
715550508,기존고객,48,여성,5,대학,미혼,8천만 원 - 1억 2천만 원,실버,9,5,1,2,11400.363995190664,481,10919.363995190664,0.9645059830161382,4256,24,0.9845954681971474,0.4697325820333068
719712633,기존고객,34,남성,5,교육없음,기혼,8천만 원 - 1억 2천만 원,플래티넘,18,6,4,3,1577.1036966598394,1335,242.10369665983944,1.2959010328612004,924,70,2.0665021993648303,0.1827901779085793
772629333,기존고객,64,남성,3,고등학교,알 수 없음,4천만 원 미만,골드,29,5,4,2,13285.171060047693,282,13003.171060047693,2.7461118624782577,2100,25,1.7633473252306184,0.937482101774706
720336708,기존고객,20,여성,4,고등학교,기혼,알 수 없음,실버,53,5,3,2,13064.754707386372,2121,10943.754707386372,1.326633265149932,1840,55,1.5204808386397262,0.3983871985863573
802013583,기존고객,44,남성,3,대학졸업,이혼,4천만 원 미만,블루,43,3,2,0,3737.61805997779,2394,1343.61805997779,1.828368601463986,1129,80,1.4295132031126276,0.8427247976696562
711887583,이탈고객,26,여성,2,고등학교,알 수 없음,4천만 원 미만,골드,45,2,3,3,7630.766812937165,2044,5586.766812937165,0.5825883430771984,4729,44,2.125191298710151,0.2374534573282553
714778833,기존고객,28,남성,0,대학,알 수 없음,알 수 없음,골드,53,4,4,0,12132.08044426976,2371,9761.08044426976,2.9622560904375903,3508,75,2.044404132486574,0.0966569964908447
713843283,기존고객,43,여성,2,박사학위,이혼,알 수 없음,실버,50,5,3,3,3636.877268027868,238,3398.877268027868,2.5623667696779737,2565,66,0.8789148950972829,0.6357609698792841
779155158,기존고객,20,남성,0,박사학위,알 수 없음,알 수 없음,골드,34,6,2,2,17201.744178860376,1420,15781.744178860376,2.086002361866691,4963,43,2.54055513458615,0.9844164898994294
721091583,기존고객,63,여성,1,알수없음,미혼,8천만 원 - 1억 2천만 원,골드,41,3,3,3,1522.234879466372,2384,-861.7651205336279,0.6518881827249507,667,40,2.0902281124439543,0.6469415695563703
713572683,기존고객,27,남성,5,알수없음,이혼,4천만 원 미만,실버,7,3,3,0,2953.910884417744,340,2613.910884417744,0.6871749034319516,4505,21,1.8395211660183592,0.6087131233382541
716657058,기존고객,43,남성,3,대학,기혼,8천만 원 - 1억 2천만 원,골드,46,2,3,3,3206.031477242798,891,2315.031477242798,1.8624340769767245,4512,74,2.37229380069141,0.4422307180246657
779509983,기존고객,30,남성,1,대학원졸업,이혼,알 수 없음,플래티넘,23,6,1,2,11034.035393526048,1486,9548.035393526048,1.2126610905085855,516,56,0.8841659168070441,0.2838012948767852
717929133,기존고객,36,여성,1,교육없음,미혼,4천만 원 미만,골드,54,5,2,3,12782.16623120388,461,12321.16623120388,2.056973618757933,2045,74,2.7992904145669573,0.430833257591122
808284783,기존고객,27,남성,5,박사학위,이혼,4천만 원 - 6천만 원,플래티넘,13,6,0,0,8671.075133528244,1316,7355.075133528244,1.995481204619431,2030,10,1.176468011584973,0.1489569452134798
708476808,기존고객,54,남성,5,교육없음,미혼,알 수 없음,블루,20,6,3,2,6484.6697256951575,797,5687.6697256951575,2.5966284956982446,4313,88,1.1568934326527944,0.2619067653565927
710916408,기존고객,54,남성,0,대학,알 수 없음,1억 2천만 원 이상,블루,46,4,3,0,16377.03013688559,732,15645.03013688559,1.203442651781606,1997,76,2.5372563783154027,0.4873854202791492
708492558,기존고객,52,남성,2,대학,알 수 없음,8천만 원 - 1억 2천만 원,플래티넘,22,5,3,3,2297.4336908019827,161,2136.4336908019827,1.9446588112274812,1042,23,1.3349780128897033,0.1447955596858726
799825758,기존고객,24,남성,4,박사학위,이혼,6천만 원 - 8천만 원,실버,28,5,1,2,6325.545361523043,2495,3830.545361523042,2.4434082970969024,1226,63,2.576770553192392,0.7915318194336264
718619883,기존고객,61,남성,0,대학졸업,기혼,6천만 원 - 8천만 원,플래티넘,7,2,2,2,1743.1959972754444,1478,265.1959972754444,1.7269324658058156,878,19,1.3200246872562158,0.0115613201020867
711844758,기존고객,58,여성,4,교육없음,알 수 없음,4천만 원 미만,플래티넘,11,6,1,0,1263.912564359092,2312,-1048.087435640908,2.5766091623473613,4935,76,1.87671995994726,0.3215934246873083
714798783,기존고객,60,남성,1,고등학교,미혼,4천만 원 미만,골드,34,6,2,2,7714.217851711824,1009,6705.217851711824,0.8281905039344324,4802,93,1.0771123569677743,0.5166514604239306
826762908,기존고객,47,여성,4,대학원졸업,이혼,8천만 원 - 1억 2천만 원,실버,32,3,2,0,4701.649586453708,131,4570.649586453708,2.3347444128678583,3993,59,2.328800926484601,0.9289478038077232
771894558,기존고객,26,여성,2,박사학위,기혼,4천만 원 - 6천만 원,골드,42,4,1,4,6098.951241926679,1857,4241.951241926679,2.857455228802446,3963,45,0.91735275953575,0.5734522093724109
721074183,기존고객,28,남성,0,박사학위,미혼,6천만 원 - 8천만 원,골드,54,4,6,3,16597.995991644395,2167,14430.995991644397,1.3297083024839154,1345,20,2.748578715238678,0.2949039760148894
715259583,기존고객,27,여성,5,대학원졸업,이혼,8천만 원 - 1억 2천만 원,골드,39,3,2,3,4096.621828735206,1915,2181.621828735206,1.4158411060299123,4352,12,1.4291220760587162,0.3521906873461194
718414008,기존고객,31,남성,2,고등학교,미혼,알 수 없음,골드,23,3,2,2,15824.433975884218,1242,14582.433975884218,0.7088741929771367,1173,97,1.6789362041031923,0.3391589501928524
719666283,기존고객,53,남성,2,교육없음,알 수 없음,6천만 원 - 8천만 원,실버,47,4,1,0,13825.961839780908,671,13154.961839780908,2.10373194893678,4020,48,0.5600547345919291,0.1803693795762156
714877233,기존고객,52,여성,0,박사학위,미혼,1억 2천만 원 이상,골드,15,3,2,2,7202.4649776758215,504,6698.4649776758215,1.8811268140871755,3539,19,2.93947491521422,0.1448486768811405
785387883,기존고객,67,여성,5,알수없음,알 수 없음,4천만 원 미만,골드,43,4,3,3,11384.566758349469,2156,9228.566758349469,0.6008643968309195,2557,99,2.5329382994208824,0.4806354271046323
771075258,기존고객,42,남성,2,대학,이혼,알 수 없음,골드,49,2,3,2,9444.276585716238,1261,8183.276585716238,2.380530067428279,4945,60,1.617522268169905,0.2702610411367243
711318033,기존고객,43,남성,5,대학원졸업,미혼,8천만 원 - 1억 2천만 원,플래티넘,22,4,2,2,3439.510994455642,292,3147.510994455642,2.5732112393625624,1237,41,2.800653347693566,0.0918428682049885
783554958,기존고객,56,남성,3,대학졸업,알 수 없음,4천만 원 미만,플래티넘,18,6,1,0,18236.521112949336,2010,16226.521112949336,2.767799010351885,4458,61,2.8276490895567217,0.2164786568218566
720201033,이탈고객,54,남성,3,대학졸업,기혼,8천만 원 - 1억 2천만 원,플래티넘,57,3,3,2,11822.741384129442,827,10995.741384129442,1.8643352154266053,4812,81,1.8326303040706744,0.5207260735966286
718039683,기존고객,63,남성,3,대학원졸업,알 수 없음,4천만 원 미만,플래티넘,53,3,1,2,17724.560870113644,186,17538.560870113644,1.631450087254393,3949,56,1.0846269786834264,0.2568932283508934
710806083,기존고객,59,여성,4,박사학위,이혼,4천만 원 미만,골드,47,4,2,2,16652.703724452513,1059,15593.703724452513,2.690342886330193,2224,22,1.7177758366086322,0.2377421824208094
714752208,기존고객,41,여성,2,대학졸업,이혼,8천만 원 - 1억 2천만 원,플래티넘,32,5,1,2,2515.7425808790413,2303,212.74258087904127,1.4967420476703477,3153,76,1.311996517735441,0.6206564957592893
822063408,기존고객,46,남성,0,고등학교,이혼,1억 2천만 원 이상,블루,58,5,1,2,4938.142654350597,1458,3480.142654350597,2.1386078130864044,1561,62,1.6199640725264932,0.6894163652973997
714490308,기존고객,54,남성,0,박사학위,이혼,6천만 원 - 8천만 원,실버,7,3,2,3,3759.961173121785,1642,2117.961173121785,2.038405641002316,1818,62,2.778480076970188,0.2412458887226765
713356833,기존고객,20,여성,4,대학원졸업,알 수 없음,8천만 원 - 1억 2천만 원,골드,39,3,1,4,16784.811122951454,1031,15753.811122951454,1.4304027495462797,1329,24,1.2045864648226927,0.4721412871585801
711402333,기존고객,54,남성,0,알수없음,이혼,알 수 없음,골드,36,2,1,3,17386.485902648845,1201,16185.485902648845,0.7172248439151203,4085,62,2.597416986713601,0.764566753020743
708296883,기존고객,56,남성,3,알수없음,이혼,1억 2천만 원 이상,골드,28,3,1,0,11031.458686358952,2088,8943.458686358952,0.5535388466767142,3721,94,2.838252635429644,0.6899042586040282
